,id,title,label,word count,SECTION_CLEANED
529,politifact1180,Obama’s Health Care Speech to Congress,1,6,Obamas Health Care Speech Congress
530,politifact914,Press release Rep Barton Democrats stimulus will waste money abuse people and lead to unintended consequences,1,16,Press release Rep Barton Democrats stimulus waste money abuse people lead unintended consequences
531,politifact206,Summing Summertime: Part 4,1,4,Summing Summertime Part 4
532,politifact12801,Laura Ingraham wrongly says claim that 90% support for gun background checks has been debunked,1,15,Laura Ingraham wrongly say claim 90 support gun background check debunk
533,politifact409,"Bill Clinton Says He 'Never Said A Bad Word About Senator Obama,' At mtvU's First 'Editorial Board'",1,17,Bill Clinton Says He Never Said A Bad Word About Senator Obama At mtvUs First Editorial Board
534,politifact15319,Federal Election Commission filing,1,4,Federal Election Commission file
535,politifact2592,Transcript of debate between Chris Coons and Christine ODonnell,1,9,Transcript debate Chris Coons Christine ODonnell
536,politifact1614,Transcripts,1,1,Transcripts
537,politifact6932,Barack Obama says Mitt Romney condemned coal-fired power plants as killers,1,11,Barack Obama say Mitt Romney condemn coalfired power plant killers
538,politifact6998,The full transcript of the third presidential debate,1,8,The full transcript third presidential debate
539,politifact229,Poverty 2005 Highlights,1,3,Poverty 2005 Highlights
540,politifact216,Food Standards and Labeling Policy Book,1,6,Food Standards Labeling Policy Book
541,politifact2128,'This Week' Transcript: Geithner,1,4,This Week Transcript Geithner
542,politifact13469,Transcripts,1,1,Transcripts
543,politifact2393,"Nancy Pelosi, Wicked Witch of the West",1,7,Nancy Pelosi Wicked Witch West
544,politifact4787,or Degrading Treatment of Punishment Text of International Covenant on Civil and Political Rights Text of Geneva Convention relative to the Treatment of Prisoners of War Text of Geneva Convention relative to the Protection of Civilian Persons in Time of War Text of Universal Declaration of Human Rights Jay Bybee assistant attorney general,1,53,Degrading Treatment Punishment Text International Covenant Civil Political Rights Text Geneva Convention relative Treatment Prisoners War Text Geneva Convention relative Protection Civilian Persons Time War Text Universal Declaration Human Rights Jay Bybee assistant attorney general
545,politifact13283,Warren Buffett says the super-rich pay lower tax rates than others,1,11,Warren Buffett say superrich pay lower tax rat others
546,politifact310,U.S. Senate: U.S. Senate Roll Call Votes 108th Congress,1,9,US Senate US Senate Roll Call Votes 108th Congress
547,politifact12017,Jeb Bush 2016 Same Resume Right to Rise USA PAC,1,10,Jeb Bush 2016 Same Resume Right Rise USA PAC
548,politifact2758,"In Weekly Republican Address, Boehner Calls For “New Way Forward” Focused on Creating Jobs, Cutting Spending, & Reforming Congress",1,19,In Weekly Republican Address Boehner Calls For “New Way Forward Focused Creating Jobs Cutting Spending Reforming Congress
549,politifact1013,U.S. Senate: U.S. Senate Roll Call Votes 111th Congress,1,9,US Senate US Senate Roll Call Votes 111th Congress
550,politifact2318,Harry Reid,1,2,Harry Reid
551,politifact659,Video Interview with Howard Dean,1,5,Video Interview Howard Dean
552,politifact377,The Democratic Debate in Cleveland,1,5,The Democratic Debate Cleveland
553,politifact351,Obama knows his way around a ballot -- chicagotribune.com,1,9,Obama know way around ballot chicagotribunecom
554,politifact1419,speech on the floor of the US House of Representatives,1,10,speech floor US House Representatives
555,politifact9438,"Everything you need to know about the drone debate, in one FAQ",1,12,Everything need know drone debate one FAQ
556,politifact15645,WATCH LIVE: Tim Kaine and Corey Stewart meet for first U.S. Senate debate in Virginia,1,15,WATCH LIVE Tim Kaine Corey Stewart meet first US Senate debate Virginia
557,politifact319,Web Ad A Tale of Two Mitts,1,7,Web Ad A Tale Two Mitts
558,politifact3221,Romney CPAC Speech: It's All About the Jobs,1,8,Romney CPAC Speech Its All About Jobs
559,politifact1337,Patient Protection and Affordable Care Act,1,6,Patient Protection Affordable Care Act
560,politifact834,AFP: McCain renews attacks on Obama links to radical,1,9,AFP McCain renew attack Obama link radical
561,politifact1612,Patient Protection and Affordable Care Act,1,6,Patient Protection Affordable Care Act
562,politifact6173,Sarah Palin on Twitter,1,4,Sarah Palin Twitter
563,politifact440,"No Regrets for a Love Of Explosives; In a Memoir of Sorts, a War Protester Talks of Life With the Weathermen",1,21,No Regrets Love Of Explosives In Memoir Sorts War Protester Talks Life With Weathermen
564,politifact1701,"Bill Clinton on Rush Limbaugh, His Mistakes, the Supreme Court and Middle East Peace",1,14,Bill Clinton Rush Limbaugh His Mistakes Supreme Court Middle East Peace
565,politifact5439,Rick Santorum sworn in as Pennsylvania’s newest senator,1,8,Rick Santorum swear Pennsylvanias newest senator
566,politifact6473,"Letter to the Honorable John Boehner providing an estimate for H.R. 6079, the Repeal of Obamacare Act",1,17,Letter Honorable John Boehner provide estimate HR 6079 Repeal Obamacare Act
567,politifact1019,Financial Rescue Nears GDP as Pledges Top 128 Trillion by Mark Pittman and Bob Ivry,1,15,Financial Rescue Nears GDP Pledges Top 128 Trillion Mark Pittman Bob Ivry
568,politifact10787,Transcript: NPR's Full Interview With Sen. Marco Rubio,1,8,Transcript NPRs Full Interview With Sen Marco Rubio
569,politifact5011,Gore looking to turn idle fans into activists 3year ad campaign will feature enemies united on climate,1,17,Gore look turn idle fan activists 3year ad campaign feature enemies unite climate
570,politifact8629,The early catastrophe,1,3,The early catastrophe
571,politifact10533,NPC Luncheon with Eric Holder,1,5,NPC Luncheon Eric Holder
572,politifact6556,"""Face the Nation"" transcripts, August 26, 2012: Rubio, Priebus, Barbour, Blackburn",1,11,Face Nation transcripts August 26 2012 Rubio Priebus Barbour Blackburn
573,politifact3304,2011-2012 Wisconsin Legislature Documents,1,4,20112012 Wisconsin Legislature Documents
574,politifact6146,"David Plouffe, Sen. Joe Lieberman and Gen. Michael Hayden talk national security leaks",1,13,David Plouffe Sen Joe Lieberman Gen Michael Hayden talk national security leak
575,politifact370,U.S. Imports & Exports,1,4,US Imports Exports
576,politifact6234,Transcripts,1,1,Transcripts
577,politifact546,"In reversal, McCain says lift ban on offshore drilling",1,9,In reversal McCain say lift ban offshore drill
578,politifact7376,"Employment, Hours, and Earnings from the Current Employment Statistics survey (National) Home Page",1,13,Employment Hours Earnings Current Employment Statistics survey National Home Page
579,politifact2205,'This Week' Transcript: Odierno and Chiarelli,1,6,This Week Transcript Odierno Chiarelli
580,politifact934,Obama’s Prime-Time Press Briefing,1,4,Obamas PrimeTime Press Briefing
581,politifact910,"Author Offers Insights on Slavery, the Capitol, and Obama's Inauguration",1,10,Author Offers Insights Slavery Capitol Obamas Inauguration
582,politifact961,American International Group Inc Form 10K,1,6,American International Group Inc Form 10K
583,politifact1446,Remarks by the President at AFL CIO Labor Day Picnic,1,10,Remarks President AFL CIO Labor Day Picnic
584,politifact15175,REP. JENKINS: OPIOID CRISIS FUNDING SHOULD BE BASED ON NEED,1,10,REP JENKINS OPIOID CRISIS FUNDING SHOULD BE BASED ON NEED
585,politifact1202,Remarks by the First Lady on What Health Insurance Reform Means for Women and Families,1,15,Remarks First Lady What Health Insurance Reform Means Women Families
586,politifact2815,and Surpluses or Deficits as Percentages of GDP 1930–2015,1,9,Surpluses Deficits Percentages GDP 1930–2015
587,politifact825,Planned Parenthood® Action Center,1,4,Planned Parenthood® Action Center
588,politifact435,Transcripts,1,1,Transcripts
589,politifact120,CBOs Estimate of the Effects on Direct Spending and Revenues of the House Amendments to the Senate Amendments to HR 976 the Childrens Health Insurance Program Reauthorization Act of 2007,1,30,CBOs Estimate Effects Direct Spending Revenues House Amendments Senate Amendments HR 976 Childrens Health Insurance Program Reauthorization Act 2007
590,politifact582,Remarks of Senator Obama: The War We Need to Win,1,10,Remarks Senator Obama The War We Need Win
591,politifact4177,Library of Congress,1,3,Library Congress
592,politifact2139,'This Week' Transcript: Geithner,1,4,This Week Transcript Geithner
593,politifact6267,"Obama for America TV Ad: ""Firms""",1,6,Obama America TV Ad Firms
594,politifact1690,The Colbert Report,1,3,The Colbert Report
595,politifact4306,Stop Coddling the Super-Rich,1,4,Stop Coddling SuperRich
596,politifact11416,Did Bernie Sanders vote against background checks and waiting periods for gun purchases?,1,13,Did Bernie Sanders vote background check wait periods gun purchase
597,politifact13443,Families Facing Tax Increases Under Trump's Tax Plan,1,8,Families Facing Tax Increases Under Trumps Tax Plan
598,politifact906,Report on Geithners tax issues,1,5,Report Geithners tax issue
599,politifact1350,Senate begins health care debate amid calls for tort reforms,1,10,Senate begin health care debate amid call tort reform
600,politifact12721,Updated: The Facts About Hillary Clinton’s Emails,1,7,Updated The Facts About Hillary Clintons Emails
601,politifact3180,Rand Paul: Republicans 'Aren't Maybe Brave Enough' to Tackle Deficit,1,10,Rand Paul Republicans Arent Maybe Brave Enough Tackle Deficit
602,politifact6360,Sen. Sanders warns of ‘frightening trend’ towards oligarchy,1,8,Sen Sanders warn frighten trend towards oligarchy
603,politifact3198,The latest political news and headlines from D.C. and beyond,1,10,The latest political news headline DC beyond
604,politifact390,The Democratic Debate in Cleveland,1,5,The Democratic Debate Cleveland
605,politifact4588,Rick Perry says he switched to GOP at a younger age than Reagan did,1,14,Rick Perry say switch GOP younger age Reagan
606,politifact134,"Hillary Rodham Clinton, Senator for New York: Schumer, Clinton Announce Key Senate Panel Approves Over $1.3 Million for Labor, Health and Human Services Projects in the Hudson Valley",1,28,Hillary Rodham Clinton Senator New York Schumer Clinton Announce Key Senate Panel Approves Over 13 Million Labor Health Human Services Projects Hudson Valley
607,politifact11627,Senator Bernie Sanders on Democratic Socialism in the United States,1,10,Senator Bernie Sanders Democratic Socialism United States
608,politifact12052,"The CNN Miami Republican debate transcript, annotated",1,7,The CNN Miami Republican debate transcript annotate
609,politifact8838,Barack Obama says U.S. oil production last year was highest since 2003,1,12,Barack Obama say US oil production last year highest since 2003
610,politifact690,Survey Results from Hays Research Group,1,6,Survey Results Hays Research Group
611,politifact4190,The Budget and Economic Outlook: Fiscal Years 2009 to 2019,1,10,The Budget Economic Outlook Fiscal Years 2009 2019
612,politifact4555,testimony submitted to the Congressional Oversight Panel’s hearing on the TARPs impact on financial stability,1,15,testimony submit Congressional Oversight Panels hear TARPs impact financial stability
613,politifact8071,"Remarks by the President on the Economy -- Knox College, Galesburg, IL",1,12,Remarks President Economy Knox College Galesburg IL
614,politifact8152,The Daily Show with Trevor Noah,1,6,The Daily Show Trevor Noah
615,politifact438,Historical aggregate income by fifths and top 5 percent,1,9,Historical aggregate income fifths top 5 percent
616,politifact1204,"IMPEACHMENT HINT STIRS HOUSE CLASH; Democratic Orators Spring to Roosevelt Defense, Charging 'Malice.'",1,13,IMPEACHMENT HINT STIRS HOUSE CLASH Democratic Orators Spring Roosevelt Defense Charging Malice
617,politifact6931,The Obameter: Introduce a comprehensive immigration bill in the first year,1,11,The Obameter Introduce comprehensive immigration bill first year
618,politifact13619,"Trump asking Congress, not Mexico, to pay for border wall",1,10,Trump ask Congress Mexico pay border wall
619,politifact14731,Flake: “Religious tests should have no place in the Senate”,1,10,Flake “Religious test place Senate
620,politifact329,Change We Can Believe In,1,5,Change We Can Believe In
621,politifact1576,deputy director of national health statistics in the Office of the Actuary at the Center for Medicare and Medicaid Services,1,20,deputy director national health statistics Office Actuary Center Medicare Medicaid Services
622,politifact4720,Romneys ProLife Conversion Myth or Reality June 14,1,8,Romneys ProLife Conversion Myth Reality June 14
623,politifact52,Interest Group Ratings,1,3,Interest Group Ratings
624,politifact15014,BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs,0,9,BREAKING First NFL Team Declares Bankruptcy Over Kneeling Thugs
625,politifact15156,Court Orders Obama To Pay $400 Million In Restitution,0,9,Court Orders Obama To Pay 400 Million In Restitution
626,politifact14745,UPDATE: Second Roy Moore Accuser Works For Michelle Obama Right NOW -,0,12,UPDATE Second Roy Moore Accuser Works For Michelle Obama Right NOW
627,politifact14355,Oscar Pistorius Attempts To Commit Suicide,0,6,Oscar Pistorius Attempts To Commit Suicide
628,politifact15371,Trump Votes For Death Penalty For Being Gay,0,8,Trump Votes For Death Penalty For Being Gay
629,politifact14404,Putin says: ‘Pope Francis Is Not A Man Of God’ | Must-See !!,0,13,Putin say Pope Francis Is Not A Man Of God MustSee
630,politifact13919,New York Man Wanted For Infecting 240 Men And Women With HIV!!!,0,12,New York Man Wanted For Infecting 240 Men And Women With HIV
631,politifact14795,Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian,0,18,Saudi Arabia Behead 6 School Girls Being With Their Male Friends Without Parents Guardian
632,politifact14328,Malia Obama Fired From Cushy Internship At Spanish Embassy,0,9,Malia Obama Fired From Cushy Internship At Spanish Embassy
633,politifact13775,Target to Discontinue Sale of Holy Bible,0,7,Target Discontinue Sale Holy Bible
634,politifact14678,Youngest World Leader Bans George Soros’s Foundations From Austria,0,9,Youngest World Leader Bans George Soross Foundations From Austria
635,politifact14394,BREAKING: Hillary Clinton Has Third Heart Attack-Docs Says She ‘Won’t Survive’,0,11,BREAKING Hillary Clinton Has Third Heart AttackDocs Says She Wont Survive
636,politifact14376,"Barack Obama Tweets SICK Attack On John McCain, Says He Should Have Died",0,13,Barack Obama Tweets SICK Attack On John McCain Says He Should Have Died
637,politifact14233,President Trump Underscores US-Jamaica Relations,0,5,President Trump Underscores USJamaica Relations
638,politifact14890,Actress Sandra Bullock to Hillary Clinton if You Don't Like Our President You Can Leave and Never Come Back Again You Are One Jealous Woman Who Ls Nothing to Compare With Trump I Hope He Will Arrest Y,0,38,Actress Sandra Bullock Hillary Clinton You Dont Like Our President You Can Leave Never Come Back Again You Are One Jealous Woman Who Ls Nothing Compare With Trump I Hope He Will Arrest Y
639,politifact14356,Gretchen Carlson: “The 2nd Amendment Was Written Before Guns Were Invented”,0,11,Gretchen Carlson “The 2nd Amendment Was Written Before Guns Were Invented
640,politifact14776,"Pope Francis At Mass: ‘Jesus Is Metaphorical, Not Literal’",0,9,Pope Francis At Mass Jesus Is Metaphorical Not Literal
641,politifact15355,Black Men Arrested In Philadelphia Starbucks Settle For $2 Million,0,10,Black Men Arrested In Philadelphia Starbucks Settle For 2 Million
642,politifact14664,ICE Detainer Issued for Suspected Wine Country Arsonist in Sonoma Jail,0,11,ICE Detainer Issued Suspected Wine Country Arsonist Sonoma Jail
643,politifact15178,Former presidents walk fine line in Trump’s America,0,8,Former presidents walk fine line Trumps America
644,politifact15052,"Inside the Snapchat bloodbath: 60 minutes of terror which left 17 dead, bodies in classrooms and kids 'full of blood'",0,20,Inside Snapchat bloodbath 60 minutes terror leave 17 dead body classrooms kid full blood
645,politifact15309,BREAKING: Nancy Pelosi To Resign After New Revelations – NRTOnline,0,10,BREAKING Nancy Pelosi To Resign After New Revelations – NRTOnline
646,politifact15267,"Donald Trump inauguration: Artists who won't perform at ceremony include Elton John, Celine Dion and John Legend",0,17,Donald Trump inauguration Artists wont perform ceremony include Elton John Celine Dion John Legend
647,politifact13836,BREAKING: Leaked Picture Of Obama Being Dragged Before A Judge In Handcuffs For Wiretapping Trump,0,15,BREAKING Leaked Picture Of Obama Being Dragged Before A Judge In Handcuffs For Wiretapping Trump
648,politifact15553,Clinton Campaign official arrested by FBI on child rape/trafficking charges,0,10,Clinton Campaign official arrest FBI child rapetrafficking charge
649,politifact14755,"DONALD TRAIN NEWS: BREAKING: Rosa Parks’ Granddaughter SLAMS Racist Democrats, Endorses Trump",0,12,DONALD TRAIN NEWS BREAKING Rosa Parks Granddaughter SLAMS Racist Democrats Endorses Trump
650,politifact13806,"NRA President Jim Porter Falsely Accused of Saying, “It’s Only A Matter Of Time Before We Can Own Colored People Again”",0,21,NRA President Jim Porter Falsely Accused Saying “Its Only A Matter Of Time Before We Can Own Colored People Again
651,politifact15164,Biden raises possibility of 2020 presidential bid,0,7,Biden raise possibility 2020 presidential bid
652,politifact14388,"NYC: PHYSICIAN and Wife Jump To Death…Leave Kids Behind Because They “Can’t Afford The Health Care” Only Hours After McCain, Murkowski, Collins and EVERY Democrat Voted To Keep Obamacare -",0,30,NYC PHYSICIAN Wife Jump To Death…Leave Kids Behind Because They “Cant Afford The Health Care Only Hours After McCain Murkowski Collins EVERY Democrat Voted To Keep Obamacare
653,politifact14742,Snapchat is shutting down!,0,4,Snapchat shut
654,politifact14544,Rice told investigators why she unmasked Trump aides,0,8,Rice tell investigators unmask Trump aid
655,politifact13677,BREAKING: Meryl Streep Just Got Fired From A Major Project For Lying About Trump -,0,15,BREAKING Meryl Streep Just Got Fired From A Major Project For Lying About Trump
656,politifact15280,Clinton Email: We Must Destroy Syria For Israel,0,8,Clinton Email We Must Destroy Syria For Israel
657,politifact14310,CNN host Fareed Zakaria calls for jihad rape of white women,0,11,CNN host Fareed Zakaria call jihad rape white women
658,politifact15130,Could Trump Win The Nobel Peace Prize? Peace in Korean Peninsula Would Be Significant Foreign Policy Achievement,0,17,Could Trump Win The Nobel Peace Prize Peace Korean Peninsula Would Be Significant Foreign Policy Achievement
659,politifact14694,UPDATE: Hillary Clinton Leaves The Country As Mueller Indictment Is Announced,0,11,UPDATE Hillary Clinton Leaves The Country As Mueller Indictment Is Announced
660,politifact14863,BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire,0,10,BREAKING Illegal Muslim From Iran Arrested For Starting California Wildfire
661,politifact15004,"NFL Lawyer, Who Claimed Super Bowl Is ‘Rigged’, Found Dead",0,10,NFL Lawyer Who Claimed Super Bowl Is Rigged Found Dead
662,politifact13773,"Japanese Whaling Crew Eaten Alive By Killer Whales, 16 dead",0,10,Japanese Whaling Crew Eaten Alive By Killer Whales 16 dead
663,politifact14258,Barrels removed from Clinton property contain parts from 3 missing women.,0,11,Barrels remove Clinton property contain part 3 miss women
664,politifact14235,"Liberal Women Hate Me Because Of My “Striking Beauty And Intellect”, Says Kellyanne Conway",0,14,Liberal Women Hate Me Because Of My “Striking Beauty And Intellect Says Kellyanne Conway
665,politifact15251,Buzz Aldrin ‘passes UFO lie detector test leaving experts convinced that he encountered alien life’,0,15,Buzz Aldrin pass UFO lie detector test leave experts convince encounter alien life
666,politifact14940,Full text: Jeff Flake on Trump speech transcript,0,8,Full text Jeff Flake Trump speech transcript
667,politifact13687,Mike Pence: “Allowing Rape Victims To Have Abortions Will Lead To Women Trying To Get Raped”,0,16,Mike Pence “Allowing Rape Victims To Have Abortions Will Lead To Women Trying To Get Raped
668,politifact14305,"Paul Ryan: “22 Million Americans Choose To Be Poor, So It’s Their Own Problem If They Can’t Afford To Be Healthy”",0,21,Paul Ryan “22 Million Americans Choose To Be Poor So Its Their Own Problem If They Cant Afford To Be Healthy
669,politifact15367,Pope Francis: Gun Owners 'Can’t Call Themselves Christian' Anymore,0,9,Pope Francis Gun Owners Cant Call Themselves Christian Anymore
670,politifact14862,About Mayor Bhalla,0,3,About Mayor Bhalla
671,politifact13949,Neon Nettle,0,2,Neon Nettle
672,politifact15591,Broward County Sheriff Fired For Lying About Parkland,0,8,Broward County Sheriff Fired For Lying About Parkland
673,politifact13887,Tom Price: “It’s Better For Our Budget If Cancer Patients Die More Quickly”,0,13,Tom Price “Its Better For Our Budget If Cancer Patients Die More Quickly
674,politifact15262,Breaking: Greitens Accuser Admits Photo Session May Have Been A “Dream”,0,11,Breaking Greitens Accuser Admits Photo Session May Have Been A “Dream
675,politifact15525,Obama Administration Kept Illegal Mexican Kids In Detention Camps As “Experiment”,0,11,Obama Administration Kept Illegal Mexican Kids In Detention Camps As “Experiment
676,politifact13589,Pope Francis To Followers: “Koran And Holy Bible Are The Same”,0,11,Pope Francis To Followers “Koran And Holy Bible Are The Same
677,politifact14005,United Airlines Flight Attendant Slaps Crying Baby During Flight,0,9,United Airlines Flight Attendant Slaps Crying Baby During Flight
678,politifact15271,"CIA Release Documents Of Moon, Moon Has More Than 250 Million Citizens",0,12,CIA Release Documents Of Moon Moon Has More Than 250 Million Citizens
679,politifact13565,How Donald Trump Lost the 'War on Christmas',0,8,How Donald Trump Lost War Christmas
680,politifact15354,Thousands killed as Israel Drops Tactical Nuclear Bomb On Syria,0,10,Thousands kill Israel Drops Tactical Nuclear Bomb On Syria
681,politifact14426,Man charged with murder after driving into anti-far-right protesters in Charlottesville,0,11,Man charge murder drive antifarright protesters Charlottesville
682,politifact14565,BREAKING: Fox Sports Cancels ALL NFL Broadcasts ‘Until Players Respect The Flag’,0,12,BREAKING Fox Sports Cancels ALL NFL Broadcasts Until Players Respect The Flag
683,politifact14548,The Legislative Process,0,3,The Legislative Process
684,politifact14564,Head Of NFL Fines Steeler Teammates $1 MILLION Each!,0,9,Head Of NFL Fines Steeler Teammates 1 MILLION Each
685,politifact14386,Debbie Wasserman Schultz Aide Arrested Trying to Flee the Country,0,10,Debbie Wasserman Schultz Aide Arrested Trying Flee Country
686,politifact14879,BREAKING: Sasha Obama Just Crashed Her Expensive New Car Into A Lake,0,12,BREAKING Sasha Obama Just Crashed Her Expensive New Car Into A Lake
687,politifact13515,Sid Miller,0,2,Sid Miller
688,politifact13982,"Kasich: “If A Woman Is Not Intelligent Enough To Keep Her Legs Closed, How Can We Entrust The Abortion Decision To Her?”",0,22,Kasich “If A Woman Is Not Intelligent Enough To Keep Her Legs Closed How Can We Entrust The Abortion Decision To Her
689,politifact14222,Democrat Maxine Waters Has Shown Up To Only 10% Of Congressional Meetings For 35 YEARS,0,15,Democrat Maxine Waters Has Shown Up To Only 10 Of Congressional Meetings For 35 YEARS
690,politifact13745,GOP Official Who Says America Needs ?Another 9/11? Shares _______________ With Trump,0,12,GOP Official Who Says America Needs Another 911 Shares With Trump
691,politifact14954,82-Year-Old Who Killed A Muslim In Self-Defense Gets The Death Penalty,0,11,82YearOld Who Killed A Muslim In SelfDefense Gets The Death Penalty
692,politifact14211,DEA Just Raided A United States Senator,0,7,DEA Just Raided A United States Senator
693,politifact15331,"CNN Shocks America, FIRES ‘Journalist’ Who Made Fun Of Sarah Sanders’ Face",0,12,CNN Shocks America FIRES Journalist Who Made Fun Of Sarah Sanders Face
694,politifact15492,Trump’s DHS Secretary Confirms They Are Preparing To Arrest Sanctuary City Leaders,0,12,Trumps DHS Secretary Confirms They Are Preparing To Arrest Sanctuary City Leaders
695,politifact14567,Twelve More Hurricanes Headed Towards US,0,6,Twelve More Hurricanes Headed Towards US
696,politifact14700,CALIFORNIA DEMOCRAT MAXINE WATERS CHARGED ON 3 COUNTS. DO YOU SUPPORT THIS?,0,12,CALIFORNIA DEMOCRAT MAXINE WATERS CHARGED ON 3 COUNTS DO YOU SUPPORT THIS
697,politifact15287,"BREAKING: British Intelligence Seizes Clinton Foundation Warehouse, $400 Million In Cash – NRTOnline",0,13,BREAKING British Intelligence Seizes Clinton Foundation Warehouse 400 Million In Cash – NRTOnline
698,politifact15386,"OFFICIAL: Rudy Giuliani Officially Resigns, Trump’s Legal Team on Its Last Leg",0,12,OFFICIAL Rudy Giuliani Officially Resigns Trumps Legal Team Its Last Leg
699,politifact15109,Michelle Obama Just Received LIFE-SHATTERING News From The Doctor,0,9,Michelle Obama Just Received LIFESHATTERING News From The Doctor
700,politifact13905,SPECIAL REPORT: GEORGIA BECOMES FIRST STATE TO BAN MUSLIM CULTURE IN HISTORIC MOVE TO RESTORE WESTERN VALUES!,0,17,SPECIAL REPORT GEORGIA BECOMES FIRST STATE TO BAN MUSLIM CULTURE IN HISTORIC MOVE TO RESTORE WESTERN VALUES
701,politifact14506,Tens of Thousands Of Scientists Declare Climate Change A Hoax,0,10,Tens Thousands Of Scientists Declare Climate Change A Hoax
702,politifact13038,The numbers don't lie... - Occupy Democrats,0,7,The number dont lie Occupy Democrats
703,politifact14052,Donald Trump to issue an executive order to ban Facebook across US,0,12,Donald Trump issue executive order ban Facebook across US
704,politifact14693,"The hacked emails at the center of Mueller’s Russia investigation, explained",0,11,The hack email center Muellers Russia investigation explain
705,politifact14123,JUST IN: Barack Obama ARRESTED in a Japanese Drug Bust,0,10,JUST IN Barack Obama ARRESTED Japanese Drug Bust
706,politifact15631,Lisa Page Squeals: DNC Server Was Not Hacked By Russia,0,10,Lisa Page Squeals DNC Server Was Not Hacked By Russia
707,politifact14205,"Bin Laden is “Alive and well in the Bahamas”, says Edward Snowden",0,12,Bin Laden “Alive well Bahamas say Edward Snowden
708,politifact15205,Robert Redford Says: Michelle And Barack Obama Should Get Five Years In Prison,0,13,Robert Redford Says Michelle And Barack Obama Should Get Five Years In Prison
709,politifact15138,Delta Ticket 2017,0,3,Delta Ticket 2017
710,politifact14514,Breaking: Mar-A-Lago Destroyed By Irma-Jared Kushner Still Missing,0,8,Breaking MarALago Destroyed By IrmaJared Kushner Still Missing
711,politifact15625,Puerto Rico Mayor Facing Fraud Charges Over $3M In Federal Disaster Relief,0,12,Puerto Rico Mayor Facing Fraud Charges Over 3M In Federal Disaster Relief
712,politifact15263,Dying 78 Year Old CIA Agent Admits To Killing Marilyn Monroe,0,11,Dying 78 Year Old CIA Agent Admits To Killing Marilyn Monroe
713,politifact14126,Breaking News: FBI Uncovers Evidence That 62 Million Trump Voters are All Russian Agents,0,14,Breaking News FBI Uncovers Evidence That 62 Million Trump Voters All Russian Agents
714,politifact14837, If You Are Using This Toothpaste… Throw It Away Immediately Nov 28,0,12,If You Are Using This Toothpaste… Throw It Away Immediately Nov 28
715,politifact15623,"Queen Elizabeth Says: “Muslim Refugees Are Dividing Nationality, I Fully Agree With Donald Trump We Should…”(VIDEO)",0,16,Queen Elizabeth Says “Muslim Refugees Are Dividing Nationality I Fully Agree With Donald Trump We Should…VIDEO
716,politifact15256,Account Suspended,0,2,Account Suspended
717,politifact13765,McCain Blamed For Sabotaging Trump,0,5,McCain Blamed For Sabotaging Trump
718,politifact14624,Create a Prank and trick your friends,0,7,Create Prank trick friends
719,politifact14155,"BOMBSHELL: COMEY KNEW MURDERED DNC STAFFER, SETH RICH, WAS WIKILEAKS SOURCE & COVERED IT UP FOR HILLARY",0,17,BOMBSHELL COMEY KNEW MURDERED DNC STAFFER SETH RICH WAS WIKILEAKS SOURCE COVERED IT UP FOR HILLARY
720,politifact14769,American News is under construction,0,5,American News construction
721,politifact15129,"Actress Jennifer Aniston: “Me and All The Trump Supporter Celebrities Decide To Make A Company Named “Celebrities For Trump”, Which Fight Against All Anti Trump Celebrities, I Think President Trump Ne",0,31,Actress Jennifer Aniston “Me All The Trump Supporter Celebrities Decide To Make A Company Named “Celebrities For Trump Which Fight Against All Anti Trump Celebrities I Think President Trump Ne
722,politifact14896,"Police Officers, Firefighters and Others Get Hit with Tax Penalty",0,10,Police Officers Firefighters Others Get Hit Tax Penalty
723,politifact13827,Whoopi Goldberg: Navy SEAL Widow was “Looking for Attention”,0,9,Whoopi Goldberg Navy SEAL Widow “Looking Attention
724,politifact13784,Starbucks Just Placed Trump’s Photo on Floor so Every Customer have to Step On It….,0,15,Starbucks Just Placed Trumps Photo Floor Every Customer Step On It…
725,politifact15031,Food Stamp Enrollment Drops by Four Million in One Month,0,10,Food Stamp Enrollment Drops Four Million One Month
726,politifact14306,Obama Goes To G20 Summit,0,5,Obama Goes To G20 Summit
727,politifact15049,Melania Trump Hired Exorcist To ‘Cleanse White House Of Obama Demons’,0,11,Melania Trump Hired Exorcist To Cleanse White House Of Obama Demons
728,politifact13744,URGENT: proposed law would charge protesters with terrorism,0,8,URGENT propose law would charge protesters terrorism
729,politifact14991,"Fact-Check: No, Fall River, Massachusetts, Was Not ‘Built by Immigrants’",0,10,FactCheck No Fall River Massachusetts Was Not Built Immigrants
730,politifact15626,Clint Eastwood Leaves His Estate To The Trump 2020 Campaign,0,10,Clint Eastwood Leaves His Estate To The Trump 2020 Campaign
731,politifact15429,"Actor Brad Pitt: 'Trump Is Not My President, We Have No Future With This...'",0,14,Actor Brad Pitt Trump Is Not My President We Have No Future With This
732,politifact13955,Police Find 19 White Female Bodies In Freezers With “Black Lives Matter” Carved Into Skin,0,15,Police Find 19 White Female Bodies In Freezers With “Black Lives Matter Carved Into Skin
